Name,ParentOrg,OrgID,Address
South Metropolitan Area Health Service,Department of Health (WA),330617,16 Ogilvie Road MOUNT PLEASANT WA 6153 AUSTRALIA
South Metropolitan Health Services with bases at Fiona Stanley Hospital and Royal Perth Hospital,South Metropolitan Health Service Library,336998,"Education Centre Ground Floor, 11 Robin Warren Drive MURDOCH WA 6150 AUSTRALIA"
South Metropolitan TAFE,,20156,"South Metropolitan TAFE, Murdoch Campus Library 130 Murdoch Drive MURDOCH WA 6150 AUSTRALIA"
South Perth Library,City of South Perth,121297,Cnr Sandgate St & South Terrace SOUTH PERTH WA 6151 AUSTRALIA
South Perth Primary School Library,South Perth Primary School,9081,51 Forrest Street SOUTH PERTH WA 6151 AUSTRALIA
South Tamworth Branch Library,Central Northern Regional Library,4708,66 Robert Street SOUTH TAMWORTH NSW 2340 AUSTRALIA
South West Campus Library,Edith Cowan University Library,2035,Robertson Drive BUNBURY WA 6230 AUSTRALIA
South West Rocks Branch,Kempsey Shire Library,7489,22 Landsborough Street SOUTH WEST ROCKS NSW 2431 AUSTRALIA
South-Eastern Australian Bat Call Library,"Johnstone Centre of Parks, Recreation and Heritage",9760,"Johnstone Centre of Parks, Recreation and Heritage Charles Sturt University Albury NSW AUSTRALIA"
Southbank Library,City of Melbourne Libraries,336057,207 City Road SOUTHBANK VIC 3006 AUSTRALIA
Southern Cross Catholic College,,330178,SCARBOROUGH QLD 4020 AUSTRALIA
Southern Cross Library,Shire of Yilgarn,3753,Canopus Street SOUTHERN CROSS WA 6426 AUSTRALIA
Southern Cross University: Institutional Repository,University Library Lismore,334799,Military Road LISMORE NSW 2480 AUSTRALIA
Southern Grampians Mobile Library,Central Highlands Libraries,3598,105 Brown St Hamilton VIC 3300 AUSTRALIA
Southern Pacific Petroleum Library,Southern Pacific Petroleum,7697,"Level 11, Riverside Centre 123 Eagle Street BRISBANE QLD 4000 AUSTRALIA"
Southern Queensland Theology Library,Toowoomba Region Libraries,5097,C/- Toowoomba City Library 27 Victoria Street TOOWOOMBA QLD 4350 AUSTRALIA
Southern School of Natural Therapies Alf Jacka Library,Think: Education Group,1910,35 Victoria Street FITZROY VIC 3065 AUSTRALIA
Southland Training Library,Southland Training Australia,9801,86 Tomlinson Rd Caboolture QLD 4510 AUSTRALIA
Southport Library,City of Gold Coast Libraries,8740,Cnr Lawson & Garden Streets SOUTHPORT QLD 4215 AUSTRALIA
Sovereign Hill Gold Museum Library,Sovereign Hill Gold Museum,11294,Sovereign Hill Bradshaw Street BALLARAT VIC 3350 AUSTRALIA
Sparke Helmore Lawyers,,337677,"Level 29, MLC Centre 19 Martin Place SYDNEY NSW 2000 AUSTRALIA"
Spearwood Public Library,City of Cockburn,4389,9 Coleville Crescent SPEARWOOD WA 6163 AUSTRALIA
Special Collection,University of South Australia Library,344182,Mawson Lakes Boulevard MAWSON LAKES SA 5095 AUSTRALIA
Special Collections,Murdoch University Library,342700,90 South Street MURDOCH WA 6150 AUSTRALIA
Special Education Resource Unit,SA Department of Education and Children's Services,5701,Beatty Street FLINDERS PARK SA 5025 AUSTRALIA
"Speers Point Library, milyaba",Lake Mac Libraries,5379,139 Main Road SPEERS POINT NSW 2284 AUSTRALIA
Spinal Cord Injuries Australia Library,Spinal Cord Injuries Australia,9313,1 Jennifer Street LITTLE BAY NSW 2036 AUSTRALIA
Sporting Images Photo Library,Sporting Images Photo Agency,1153,8 Lindel St Kippa Ring Redcliffe QLD 4020 AUSTRALIA
Sports Council for the Disabled Library,Sports Council for the Disabled,9761,32 George Street HOMEBUSH NSW 2140 AUSTRALIA
Spring-A-LongToy Library,Connolly Rainbow Toy Library Inc,8942,Guy Daniel Clubrooms Sail Terrace HEATHRIDGE WA 6027 AUSTRALIA
Spring-a-Long Toy Library,,11854,Guy Daniels Building Sail Terrace HEATHRIDGE WA 6027 AUSTRALIA
Springfield Gardens Primary School Library,Springfield Gardens Primary School,7217,Ashbourne Crescent WEST MOONAH TAS 7009 AUSTRALIA
Springsure Library,CHRC Libraries,3919,27 Eclipse Street SPRINGSURE QLD 4722 AUSTRALIA
Springvale & District Historical Society Library,Springvale and District Historical Society,8660,7 Hillcrest Grove SPRINGVALE VIC 3171 AUSTRALIA
Springwood High School Library,Springwood High School,230618,Grose Road Faulconbridge NSW AUSTRALIA
Squire Patton Boogs,,341720,"Level 21, 300 Murray Street PERTH WA 6000 AUSTRALIA"
St Aidan's School Library,St Aidan's Anglican Girls' School,8240,11 Ruthven Street CORINDA QLD 4075 AUSTRALIA
St Albans Library,Brimbank Libraries,7746,71A Alfrieda Street ST ALBANS VIC 3021 AUSTRALIA
St Aloysius College,,15020,53 Wakefield Street Adelaide SA AUSTRALIA
St Aloysius' College Library,St Aloysius' College,7848,47 Upper Pitt Street MILSONS POINT NSW 2061 AUSTRALIA
St Andrew's Cathedral School Library,St Andrew's Cathedral School,7721,474 Kent Street SYDNEY NSW 2000 AUSTRALIA
St Andrew's War Memorial Hospital Library,Saint Andrew's War Memorial Hospital,1373,457 Wickham Terrace BRISBANE QLD 4000 AUSTRALIA
St Ann's Library,Vianney College,1648,VIANNEY COLLEGE 17 DURACK CIRCUIT WAGGA WAGGA NSW 2650 AUSTRALIA
St Anthony's Library,St Anthony's Parish Primary School,10819,Wheeler Crescent WANNIASSA ACT 2903 AUSTRALIA
St Arnaud Library,Central Highlands Libraries,343781,Market Square Rear 40 Napier Street ST ARNAUD VIC 3473 AUSTRALIA
St Athanasius Coptic Orthodox Theological College Library,,337717,100 Park Rd DONVALE VIC 3111 AUSTRALIA
St Barnabas College,,344043,18 King William Road NORTH ADELAIDE SA 5006 AUSTRALIA
St Benedict's Library,University of Notre Dame Australia,116502,1 Grafton Street CHIPPENDALE NSW 2008 AUSTRALIA
St Benedict's Monastery Library,St Benedict's Monastery Arcadia,8664,121 Arcadia Road ARCADIA NSW 2159 AUSTRALIA
St Bernard's College,,336225,41 Rosehill Rd Essendon VIC AUSTRALIA
St Brendan's College,,341540,139 Adelaide Park Road YEPPOON QLD 4703 AUSTRALIA
St Brigid's College Library,St Brigid's College,6843,St Brigid's College 200 Lesmurdie Road LESMURDIE WA 6076 AUSTRALIA
St Catherine's School Library,St Catherine's School Melbourne,4837,17 Heyington Place TOORAK VIC 3142 AUSTRALIA
"St Catherine's School, Waverley",,331698,26 Albion Street WAVERLEY NSW 2024 AUSTRALIA
St Charbel's College Library,St Charbel's College,16075,142 Highclere Avenue Punchbowl NSW 2196 AUSTRALIA
St Clair Library,Penrith City Library,4905,"Shopping Centre, Corner of Bennett Road & Endeavour Avenue ST CLAIR NSW 2759 AUSTRALIA"
St Clare of Assisi Resource Centre,St Clare of Assisi School,10822,Heidelberg Street CONDOR ACT 2906 AUSTRALIA
St Clare's College Library,St Clare's College,7899,41-51 Carrington Road WAVERLEY NSW 2024 AUSTRALIA
St Columba's College School Library,,332938,2 Leslie Road ESSENDON VIC 3040 AUSTRALIA
St Cyril's Theological Library,,337977,72 Wollongong Road ARNCLIFFE NSW 2205 AUSTRALIA
St Edmund's Library,St Edmund's College Canberra,7808,Canberra Avenue MANUKA ACT 2603 AUSTRALIA
St Edmund's School for the Visually Impaired Library,St Edmund's School for the Visually Impaired,2129,60 Burns Road WAHROONGA NSW 2076 AUSTRALIA
St Francis of Assisi Primary School Library,St Francis of Assisi School,10830,120 Casey Crescent CALWELL ACT 2905 AUSTRALIA
St Francis' Library,Blessed Sacrament Fathers,8923,326 Lonsdale Street MELBOURNE VIC 3000 AUSTRALIA
St George College Library,TAFE NSW - Sydney,6197,Building B Corner of Princes Highway & President Avenue KOGARAH NSW 2217 AUSTRALIA
St George Hospital Library Services,South Eastern Sydney Local Health District,6522,"Research & Education Centre Level 1, 4-10 South St KOGARAH NSW 2217 AUSTRALIA"
St George Municipal Library,Balonne Shire Council,8810,112 Victoria Street ST GEORGE QLD 4487 AUSTRALIA
St George's Health Service Library,St. George's Health Service,8659,283 Cotham Road KEW VIC 3101 AUSTRALIA
St Gregory's Armenian School Library,St Gregory's Armenian School,4617,20-36 Mungerie Road Beaumont Hills NSW 2155 AUSTRALIA
St Gregory's College Library,St Gregory's College Campbelltown,7849,100 Badgally Road CAMPBELLTOWN NSW 2560 AUSTRALIA
St Helena Secondary College,,337937,Wallowa Road ELTHAM NORTH VIC 3095 AUSTRALIA
St Hilda's Library,St Hilda's Anglican School for Girls,2188,Bay View Terrace MOSMAN PARK WA 6012 AUSTRALIA
St Hilda's Senior Library,St Hilda's School,326138,"St Hilda's Senior Library Gate 2, Cougal St Southport QLD 4215 AUSTRALIA"
St Ives Library,Ku-ring-gai Library,7501,Regional Shopping Centre Mona Vale Road ST IVES NSW 2075 AUSTRALIA
St Ives Library,Sovereign Hill Museums Association,9759,39-41 Magpie Street Sovereign Hill BALLARAT VIC 3350 AUSTRALIA
St John Vianney's Primary School Library,St John Vianney's Primary School,7893,Namatjira Drive WARAMANGA ACT 2611 AUSTRALIA
St John of God Health Care Library,"St John of God Health Care, Subiaco",6564,St John of God Health Care Library 175 Cambridge Street SUBIACO WA 6008 AUSTRALIA
St John of God Public and Private Hospitals,,338497,1 Clayton Street Midland WA 6056 AUSTRALIA
St John the Apostle Primary School Library,St John the Apostle Primary School,7895,Pawsey Circuit FLOREY ACT 2615 AUSTRALIA
St John's Cathedral Library,St John's Cathedral,6723,Saint Martin's House 373 Ann Street BRISBANE QLD 4000 AUSTRALIA
St John's College Library,College of St John the Evangelist,5138,363 Morpeth Road MORPETH NSW 2321 AUSTRALIA
St John's Hospital Library,St John's Hospital,4380,30 Cascade Road SOUTH HOBART TAS 7004 AUSTRALIA
St Joseph's Catholic High School Library,St Joseph's Catholic High School,6238,16 Macquarie Street ALBION PARK NSW 2527 AUSTRALIA
St Joseph's College,,15059,135 Aphrasia St NEWTOWN VIC 3220 AUSTRALIA
St Joseph's Nudgee College Library,St Joseph's Nudgee College,1799,2199 Sandgate Road BOONDALL QLD 4034 AUSTRALIA
St Joseph's School Tranmere Library,St Joseph's School Tranmere,9410,1 Birkinshaw Avenue TRANMERE SA 5073 AUSTRALIA
St Josephs School Library,St Josephs School,5790,23 Terangion Street NYNGAN NSW 2825 AUSTRALIA
St Kilda Historical Society,,343040,St Kilda Library 150 Carlisle Street ST KILDA VIC 3183 AUSTRALIA
St Kilda Library,Port Phillip Library Service,1944,150 Carlisle St ST KILDA VIC 3182 AUSTRALIA
St Lawrence Library,Isaac Regional Council,4963,22 Railway Parade ST LAWRENCE QLD 4707 AUSTRALIA
St Leo's Catholic College Library,Saint Leo's College,4620,16 Woolcott Avenue WAHROONGA NSW 2076 AUSTRALIA
St Leonards Library,TAFE NSW - Northern Sydney,6592,Building Q 213 Pacific Highway St Leonards NSW 2065 AUSTRALIA
St Lucy's School Library,St Lucy's School for Blind & Visually Handicapped Children,2131,21 Cleveland Street WAHROONGA NSW 2076 AUSTRALIA
St Mark's National Theological Centre Library,St Mark's National Theological Centre,3847,15 Blackall Street BARTON ACT 2600 AUSTRALIA
St Mary's College & Newman College Academic Centre Library,,2292,887 Swanston Street University of Melbourne PARKVILLE VIC 3052 AUSTRALIA
St Mary's High School Library,St Mary's High School,8274,47-49 Pacific Highway GATESHEAD NSW 2290 AUSTRALIA
St Mary's Parish Library,Central Queensland Catholics,11372,Catholic Presbytery Nobbs Street NORTH ROCKHAMPTON QLD 4701 AUSTRALIA
St Mary's Primary School Library,St Mary's Primary School,6840,New Street DANDENONG VIC 3175 AUSTRALIA
St Mary's Seminary Library,St Mary's Seminary,4310,Jackson's Road MULGRAVE VIC 3170 AUSTRALIA
St Marys Library,Penrith City Library,4906,Queen Street Centre 207-209 Queen Street ST MARYS NSW 2760 AUSTRALIA
St Marys Senior High School Library,Saint Marys Senior High School,5994,Kalang Ave ST MARYS NSW 2760 AUSTRALIA
St Mel's School Library,St Mel's School,1357,14 Duke Street CAMPSIE NSW 2194 AUSTRALIA
St Michael's Collegiate School Library,St Michael's Collegiate School,5791,218 Macquarie Street HOBART TAS 7000 AUSTRALIA
St Michael's Primary School Library,St Michael's Primary School,10832,Tyrrell Circuit KALEEN ACT 2617 AUSTRALIA
St Nicholas Primary School Library,St Nicholas Primary School,10721,143-149 Carthage Street TAMWORTH NSW 2340 AUSTRALIA
St Paschal Library,Association of Franciscan Order of Friars Minor,6024,90 Albion Road BOX HILL VIC 3128 AUSTRALIA
"St Patrick's College Library, Campbelltown",,333437,4 St Johns Road CAMPBELLTOWN NSW 2560 AUSTRALIA
St Patrick's College Resource Centre,St Patrick's College Shorncliffe,23476,60 Park Parade SHORNCLIFFE QLD 4017 AUSTRALIA
"St Patrick's College, Mackay",,330897,2 Gregory St. Mackay QLD 4740 AUSTRALIA
St Patrick's Primary School Library,St Patrick's Primary School,6333,35 Mulgrave Street WEST BUNDABERG QLD 4670 AUSTRALIA
St Paul's College Library,"St Paul's College, Manly",4608,Darley Road MANLY NSW 2095 AUSTRALIA
"St Paul's College Library, Balwyn",Villa Maria Catholic Homes,342580,3 Brenbeal Street BALWYN VIC 3103 AUSTRALIA
"St Paul's College, Mansfield Library",,2213,9 City Rd NEWTOWN NSW 2042 AUSTRALIA
St Paul's Grammar School Library,St Paul's Grammar School Penrith,9762,Taylor Road CRANEBROOK NSW 2749 AUSTRALIA
St Paul's School,,330238,34 Strathpine Road Bald Hills QLD 4036 AUSTRALIA
St Paul's School Library,St Paul's Primary School,8988,Learoyd Street MT LAWLEY WA 6050 AUSTRALIA
St PaulÂ¿s Grammar School Library,St PaulÂ¿s Grammar School,231742,52 Taylor Road CRANEBROOK NSW 2479 AUSTRALIA
St Peters / Sydenham Branch Library,Inner West Council Library & History: Marrickville Branch,7074,St Peters Town Hall Unwins Bridge Road SYDENHAM NSW 2044 AUSTRALIA
St Peters Library,City of Norwood Payneham and St Peters Library Service,325518,101 Payneham Road ST PETERS SA 5069 AUSTRALIA
St Peters Lutheran College,Lutheran Church of Australia (Queensland District),330018,QLD AUSTRALIA
St Rita's College Library,St Rita's College Limited,6632,41 Enderley Road CLAYFIELD QLD 4011 AUSTRALIA
St Saviour's College Library,St Saviour's College,6835,123 Neil Street TOOWOOMBA QLD 4350 AUSTRALIA
St Simon's Catholic Primary School Library,St Simon's Catholic Primary School,11112,2 Taylors Lane ROWVILLE VIC 3178 AUSTRALIA
St Teresa's Library,University of Notre Dame Australia,5773,32 Mouat Street FREMANTLE WA 6160 AUSTRALIA
St Therese's School Library,School of Saint Therese,9802,Mirrool Avenue YENDA NSW 2681 AUSTRALIA
St Thomas Aquinas College Library,St Thomas Aquinas College,11793,1 Tynong Road TYNONG VIC 3813 AUSTRALIA
St Thomas the Apostle Primary School Library,St Thomas the Apostle Primary School,10834,Boddington Crescent KAMBAH ACT 2902 AUSTRALIA
St Ursula's College Library,St Ursula's College Kingsgrove,4604,67 Caroline Street KINGSGROVE NSW 2208 AUSTRALIA
St Ursula's College Library,St Ursula's College,8667,38 Taylor Street TOOWOOMBA QLD 4350 AUSTRALIA
St Vincent's Hospital Library,St Vincent's Hospital (Launceston),7870,5 Frederick Street LAUNCESTON TAS 7250 AUSTRALIA
St Vincent's Hospital Melbourne Archives,St Vincent's Hospital (Melbourne),325757,"Level 4, Aikenhead Wing 27 Victoria Parade FITZROY VIC 3065 AUSTRALIA"
St Virgil's College Library,St Virgil's College,7219,195 Main Road AUSTINS FERRY TAS 7011 AUSTRALIA
Staff Library,St John of God Hospital,1369,101 Drummond St NORTH BALLARAT VIC 3350 AUSTRALIA
"Stafford, Moor & Farrington Library","Stafford, Moor & Farrington",3117,442 Darling Street BALMAIN NSW 2041 AUSTRALIA
Stan Cameron-Fox Library,Stan Cameron-Fox,8668,5 Taylor Street GAWLER SA 5118 AUSTRALIA
Stanhope Garden Library/ Dennis Johnson Library,Blacktown City Libraries,343661,1 Sentry Drive STANHOPE GARDENS NSW 2768 AUSTRALIA
Stanley Athenaeum & Public Room,,336185,Main Street C/- Post Office Stanley VIC AUSTRALIA
Stanley Atheneaum and Library,Stanley Atheneaum & Library,8669,Main Street STANLEY VIC 3747 AUSTRALIA
Stanmore Branch Library,Inner West Council,7075,Stanmore Reserve Douglas Street STANMORE NSW 2048 AUSTRALIA
Stanthorpe Library,Southern Downs Regional Council,3120,56 Lock Street STANTHORPE QLD 4380 AUSTRALIA
Stanton Library,North Sydney Council,9249,234 MILLER STREET NORTH SYDNEY NSW 2060 AUSTRALIA
Star of the Sea College Library,Star of the Sea College,8346,84 Martin Street BRIGHTON VIC 3186 AUSTRALIA
State Archives and Records NSW,State Records Authority of NSW,16456,161 O'Connell Street KINGSWOOD NSW 2747 AUSTRALIA
"State Braille and Large Print Library, Disability Programs Directorate",NSW Department of Education,1876,3a Smalls Road RYDE NSW 2112 AUSTRALIA
State Drama Committee Script Library,Country Womens Association of Western Australia,5049,1176 Hay Street WEST PERTH WA 6005 AUSTRALIA
State Heritage Library,"Department of Planning, Lands and Heritage (WA)",328817,Bairds Building 491 Wellington Street PERTH WA 6000 AUSTRALIA
State Library Victoria,,6295,328 Swanston Street MELBOURNE VIC 3000 AUSTRALIA
State Library of NSW,,9038,1 Shakespeare Place SYDNEY NSW 2000 AUSTRALIA
State Library of Queensland,,276,"Cultural Centre Stanley Place, South Bank SOUTH BRISBANE QLD 4101 AUSTRALIA"
State Library of South Australia,,9052,North Terrace ADELAIDE SA 5000 AUSTRALIA
State Library of South Australia Digital Collections,State Library of South Australia,340603,North Terrace ADELAIDE SA 5000 AUSTRALIA
State Library of Tasmania,Libraries Tasmania,20076,State Library of Tasmania 91 Murray Street HOBART TAS 7000 AUSTRALIA
State Library of Western Australia,,8012,Perth Cultural Centre 25 Frances St PERTH WA 6000 AUSTRALIA
State Records Office of Western Australia,State Records Office of Western Australia,8716,Alexander Library Building Perth Cultural Centre PERTH WA 6000 AUSTRALIA
State Records of SA Library,State Records of South Australia,9255,26-28 Leigh Street ADELAIDE SA 5000 AUSTRALIA
State Records of South Australia,,10186,115 Cavan Road GEPPS CROSS SA 5094 AUSTRALIA
State Revenue Office Collection,Victorian Government Library Service,5866,Knowledge Resource Centre 607 Sneydes Rd WERRIBEE VIC 3030 AUSTRALIA
State Superannuation Investment & Management Corp. Library,State Superannuation Investment and Management Corporation,1140,"Level 18, 83 Clarence Street SYDNEY NSW 2000 AUSTRALIA"
Statewide Vision Resource Centre,Department of Education and Training Victorian,5573,360 Springvale Road DONVALE VIC 3111 AUSTRALIA
Stawell Athletic Club Library,Stawell Athletic Club Inc,1385,8 Lower Main Street STAWELL VIC 3380 AUSTRALIA
Stawell Historical Society Library,Stawell Historical Society Inc.,3863,46 Longfield Street STAWELL VIC 3380 AUSTRALIA
Stawell Library,Central Highlands Libraries,343761,Cnr Patrick & Slone Streets STAWELL VIC 3380 AUSTRALIA
Stawley Athereaum and Library,Stawley Mechanics Institute,8281,Main Street STAWLEY VIC 3747 AUSTRALIA
Steam Packet Inn Library,Steam Packet Inn,1351,33 Bentnick Street PORTLAND VIC 3305 AUSTRALIA
Stephens Library,Hutchins School,6879,71 Nelson Road SANDY BAY TAS 7005 AUSTRALIA
Steve Hart Photographics,Steve Hart Photographics,9593,P.O. Box 6157 WEST GOSFORD NSW 2250 AUSTRALIA
Stevenson Library,The Scots College,4495,Victoria Road BELLEVUE HILL NSW 2023 AUSTRALIA
Stirling Library,Adelaide Hills Library Service,7444,63 Mt Barker Road STIRLING SA 5152 AUSTRALIA
Stock Footage Film Library,FilmWorld,5919,2 Whiting Street ARTARMON NSW 2064 AUSTRALIA
Stock Photo Library,The Picture Source,4464,4 Asbury Street West OCEAN GROVE VIC 3226 AUSTRALIA
Stockton Library,Newcastle Region Libraries,3832,King Street STOCKTON NSW 2295 AUSTRALIA
Stones Corner Library,Brisbane City Council Library Service,9392,280 Logan Road STONES CORNER QLD 4120 AUSTRALIA
Stonnington History Centre,Stonnington Library and Information Service,3936,"Northbrook Rear, Malvern Library MALVERN VIC 3144 AUSTRALIA"
Stonnington Library and Information Service,,3730,340 Toorak Road SOUTH YARRA VIC 3141 AUSTRALIA
Stott's College,,330618,City Campus 43-51 Elizabeth Street MELBOURNE VIC 3000 AUSTRALIA
Strategic Information Unit,Ausgrid,7126,"Level 20, 570 George Street SYDNEY NSW 2000 AUSTRALIA"
Stratford Historical Museum,Stratford & District Historical Society Inc,1860,Hobson St STRATFORD VIC 3862 AUSTRALIA
Stratford Library,Cairns Regional Council: Cairns Libraries,9305,11 Kamerunga Road STRATFORD QLD 4872 AUSTRALIA
Stratford Library,Wellington Shire Library,7546,70 Tyers Street STRATFORD VIC 3862 AUSTRALIA
Strathalbyn Community Library,Alexandrina Libraries,8863,1 Colman Terrace STRATHALBYN SA 5255 AUSTRALIA
Strathfield Council Library Service,Strathfield Council Library Service,4919,65-67 Rochester Street HOMEBUSH NSW 2140 AUSTRALIA
Strathfieldsaye Estate,,327977,324 Strathfieldsaye Road Perry Bridge VIC 3862 AUSTRALIA
Strathpine Library,Moreton Bay Region Libraries,8728,1 Station Street STRATHPINE QLD 4500 AUSTRALIA
Streaky Bay School Community Library,Streaky Bay District Council,8163,Streaky Bay Area School 109 Wells Street STREAKY BAY SA 5680 AUSTRALIA
Streatham and District Historical Society,,335994,Streatham State School (FIREWORLD) Historical Room Campbell Street Streatham VIC AUSTRALIA
Strehlow Research Centre,,10190,Corner Larapinta Drive and Memorial Ave. ALICE SPRINGS NT 0870 AUSTRALIA
Stretton Centre,City of Playford Library Service,9316,Stretton Centre 307 Peachey Road MUNNO PARA SA 5115 AUSTRALIA
Stroud Branch Library,MidCoast Council,3819,Cowper Street STROUD NSW 2425 AUSTRALIA
Stuartholme School,,330279,Birdwood Terrace Toowong QLD 4066 AUSTRALIA
Stuarts Point Branch,Kempsey Shire Library,7488,Corner of Ocean Avenue & Marine Parade STUARTS POINT NSW 2431 AUSTRALIA
Sturt Library,Flinders University,7876,Sturt Rd BEDFORD PARK SA 5042 AUSTRALIA
Sturt Public School Library,Sturt Public School,10735,White Avenue KOORINGAL NSW 2650 AUSTRALIA
Subiaco Library,Subiaco City Library & Information Service,3130,237 Rokeby Rd SUBIACO WA 6008 AUSTRALIA
Subiaco Museum,City of Subiaco,10191,PO Box 270 SUBIACO WA 6904 AUSTRALIA
Success Public Library,City of Cockburn,121257,Shop 220 Cockburn Gateway Shopping City 816 Beeliar Drive SUCCESS WA 6164 AUSTRALIA
Sugar Research Australia Limited,,8342,50 Meiers Road INDOOROOPILLY QLD 4068 AUSTRALIA
"Sugar Valley Library, kirantakamyari",Lake Mac Libraries,5371,156 Portland Drive CAMERON PARK NSW 2285 AUSTRALIA
Sullivan & Nicolaides Pathology Library,Sullivan & Nicolaides Pathology,1127,134 Whitmore Street TARINGA QLD 4068 AUSTRALIA
Summerdale Primary School Library,Summerdale Primary School,8176,82-84 Stanley Street LAUNCESTON TAS 7250 AUSTRALIA
SunWater Library,SunWater,19056,Level 11 179 Turbot St BRISBANE QLD 4000 QLD 4000 AUSTRALIA
Sunbury & District Heritage Society Library,Sunbury and District Heritage Society,1120,SUNBURY VIC 3429 AUSTRALIA
Sunbury Library,Hume Libraries,57736,44 Macedon Street Sunbury VIC 3429 AUSTRALIA
Suncoast Christian College,,330298,Cnr Schubert & Kiel Mtn Rds WOOMBYE QLD 4560 AUSTRALIA
Suncorp-Metway Ltd Group Library,Suncorp-Metway Ltd Group,4410,GPO Box 1453 BRISBANE QLD 4001 AUSTRALIA
Sunny Corner Toy Library,Sunny Corner Toy Library Inc.,3424,12 Station Road AUBURN NSW 2144 AUSTRALIA
Sunnybank Hills Library,Brisbane City Council Library Service,9393,Sunnybank Hills Shopping Centre Corner of Compton and Calam Roads SUNNYBANK HILLS QLD 4109 AUSTRALIA
Sunraysia Institute of TAFE AND La Trobe University - Mildura Campus Library,La Trobe University;Sunraysia Institute of TAFE,1363,"Level 1, Building A 453 Benetook Ave MILDURA VIC 3500 AUSTRALIA"
Sunshine & District Historical Society Incorporated,Sunshine & District Historical Society Incorporated,7869,"The Hunt Club Community Arts Centre, 775 Ballarat Rd, DEER PARK VIC 3023 AUSTRALIA"
Sunshine Coast Cultural Collections,Sunshine Coast Council,342780,Bankfoot House Heritage Precinct 1998 Old Gympie Road GLASS HOUSE MOUNTAINS QLD 4518 AUSTRALIA
Sunshine Coast Health Services,Sunshine Coast Hospital and Health Service,7957,PO Box 5155 SUNSHINE COAST MC QLD 4560 AUSTRALIA
Sunshine Coast Libraries,,271717,Sunshine Coast QLD AUSTRALIA
Sunshine Hospital Library,Western Health,9838,176-190 Furlong Road ST ALBANS VIC 3021 AUSTRALIA
Supervising Scientist Division Library,"Department of Agriculture, Water and Environment",5258,"Environment Australia Building Corner of Fenton Court & Pederson St Darwin International Airport, Marrara NT 0820 AUSTRALIA"
Supreme Court Library Queensland,Supreme Court of Queensland,4027,"4th Floor, Law Courts Building 304 George Street BRISBANE QLD 4000 AUSTRALIA"
Supreme Court of Tasmania Library,Supreme Court of Tasmania,8554,Salamanca Place HOBART TAS 7000 AUSTRALIA
Surf Life Saving Australia,,334717,Surf Life Saving Australia 789 Botany Rd Rosebery NSW 2018 AUSTRALIA
SurfWorld Museum Torquay,,335992,77 Beach Road Surf City Plaza Surfcoast Highway Torquay VIC AUSTRALIA
Surfcoast Mobile Library,Geelong Regional Library Corporation,8773,Geelong Regional Library Corporation 194 High Street BELMONT VIC 3216 AUSTRALIA
Surry Hills Library,City of Sydney Library,4939,Corner Crown Street and Collins Street SURRY HILLS NSW 2010 AUSTRALIA
Sutherland Astronomical Society Library,Sutherland Astronomical Society Inc.,2274,Corner of Green Point Road & Caravan Head Road Oyster Bay SYDNEY NSW 2225 AUSTRALIA
"Sutherland College, Gymea Campus Library",Southern Sydney Institute of TAFE,6198,Corner of Kingsway & Hotham Road GYMEA NSW 2227 AUSTRALIA
"Sutherland College, Loftus Campus Library",Southern Sydney Institute of TAFE,6196,Rawson Avenue LOFTUS NSW 2232 AUSTRALIA
Sutherland Dianella Primary School Library,Sutherland Dianella Primary School,9082,5 Sutherland Avenue DIANELLA WA 6059 AUSTRALIA
Sutherland Shire Libraries,,8102,Corner of Belmont & Stapleton Street SUTHERLAND NSW 2232 AUSTRALIA
Swan Guildford Historical Society Library,Swan Guildford Historical Society,1123,119 Meadows Street GUILDFORD WA 6055 AUSTRALIA
Swan Hill Pioneer Settlement Library,Swan Hill Pioneer Settlement,8159,Horsehoe Bend SWAN HILL VIC 3585 AUSTRALIA
Swan Hill Regional Library,Swan Hill Regional Library Service ; Wakool Shire Council,8872,53 Campbell Street SWAN HILL VIC 3585 AUSTRALIA
Swan Reach School Community Library,Mid Murray Council,9755,Swan Reach Area School 8 Showground Road SWAN REACH SA 5354 AUSTRALIA
"Swansea Library, kariyawangba",Lake Mac Libraries,5370,228 Pacific Highway SWANSEA NSW 2281 AUSTRALIA
Swanton Library,Presbyterian Theological College,3963,684 Elgar Road BOX HILL NORTH VIC 3129 AUSTRALIA
Swedenborg Library - ACT Branch,Swedenborg Association of Australia Incorporated,7477,C/- David Moffat 33 Allchin Circuit KAMBAH ACT 2902 AUSTRALIA
Swedenborg Library - Adelaide Branch,Swedenborg Association of Australia Incorporated,7506,287 Oaklands Road MARION SA 5043 AUSTRALIA
Swedenborg Library - Australian Headquarters,Swedenborg Association of Australia Incorporated,107138,1 Avon Road NORTH RYDE NSW 2113 AUSTRALIA
Swedenborg Library - Ballarat Branch,Swedenborg Association of Australia Incorporated,7476,318 Fussell Street BALLARAT VIC 3350 AUSTRALIA
Swedenborg Library - Brisbane Branch,Swedenborg Association of Australia Incorporated,7504,21 Agars Street ROSALIE QLD 4004 AUSTRALIA
Swedenborg Library - Melbourne Branch,Swedenborg Association of Australia Incorporated,7479,426 High Street MOUNT WAVERLEY VIC 3149 AUSTRALIA
